dataset,representation,model,curve,x,y
SICdb external,hourly_median,model12h_level_only,PR,0.61,0.18712
SICdb external,hourly_median,model12h_level_only,PR,0.62,0.18414
SICdb external,hourly_median,model12h_level_only,PR,0.63,0.18443
SICdb external,hourly_median,model12h_level_only,PR,0.64,0.17909
SICdb external,hourly_median,model12h_level_only,PR,0.65,0.17835
SICdb external,hourly_median,model12h_level_only,PR,0.66,0.18006
SICdb external,hourly_median,model12h_level_only,PR,0.67,0.17427
SICdb external,hourly_median,model12h_level_only,PR,0.68,0.17458
SICdb external,hourly_median,model12h_level_only,PR,0.69,0.17471
SICdb external,hourly_median,model12h_level_only,PR,0.7,0.16775
SICdb external,hourly_median,model12h_level_only,PR,0.71,0.16713
SICdb external,hourly_median,model12h_level_only,PR,0.72,0.16213
SICdb external,hourly_median,model12h_level_only,PR,0.73,0.16157
SICdb external,hourly_median,model12h_level_only,PR,0.74,0.15967
SICdb external,hourly_median,model12h_level_only,PR,0.75,0.1579
SICdb external,hourly_median,model12h_level_only,PR,0.76,0.15826
SICdb external,hourly_median,model12h_level_only,PR,0.77,0.14523
SICdb external,hourly_median,model12h_level_only,PR,0.78,0.13578
SICdb external,hourly_median,model12h_level_only,PR,0.79,0.12859
SICdb external,hourly_median,model12h_level_only,PR,0.8,0.12903
SICdb external,hourly_median,model12h_level_only,PR,0.81,0.12908
SICdb external,hourly_median,model12h_level_only,PR,0.82,0.12947
SICdb external,hourly_median,model12h_level_only,PR,0.83,0.12874
SICdb external,hourly_median,model12h_level_only,PR,0.84,0.12555
SICdb external,hourly_median,model12h_level_only,PR,0.85,0.12412
SICdb external,hourly_median,model12h_level_only,PR,0.86,0.12225
SICdb external,hourly_median,model12h_level_only,PR,0.87,0.12031
SICdb external,hourly_median,model12h_level_only,PR,0.88,0.11361
SICdb external,hourly_median,model12h_level_only,PR,0.89,0.1107
SICdb external,hourly_median,model12h_level_only,PR,0.9,0.10936
SICdb external,hourly_median,model12h_level_only,PR,0.91,0.10607
SICdb external,hourly_median,model12h_level_only,PR,0.92,0.10427
SICdb external,hourly_median,model12h_level_only,PR,0.93,0.0979
SICdb external,hourly_median,model12h_level_only,PR,0.94,0.09833
SICdb external,hourly_median,model12h_level_only,PR,0.95,0.09473
SICdb external,hourly_median,model12h_level_only,PR,0.96,0.09491
SICdb external,hourly_median,model12h_level_only,PR,0.97,0.09066
SICdb external,hourly_median,model12h_level_only,PR,0.98,0.08791
SICdb external,hourly_median,model12h_level_only,PR,0.99,0.08507
SICdb external,hourly_median,model12h_level_only,PR,1.0,0.08303
